owner,campaigns,lfp_campaigns
HS3I48wlmxTPeCs1l0qdi4km8Jj2,1,0
HS4Xsn0i2FdJujVNVPuFlNlzWa73,1,0
HSAhGZ9edhYR2Bs8cWscCfn6GMG2,1,0
HSBlciBOiZb7sFv0IEtZHtS3dF13,1,0
HSHgOXNAycMQBKdhsB59rmqrWit2,1,0
HSJ7VfK61nMACv5ix3O5O0LOs8m1,1,0
HSLI8nbZR9NlqGDbbFUKDABbx732,1,0
HSLiPMiATSeNKhjPkxc1FudjdwE2,3,0
HSLzBzRqTaRWX0ts9LlCMACKJDi1,1,0
HSMpe1nG9Ef41j5MHcmIDzAnFnF2,1,0
HSNeii1MEoYjbvee5q3hKxg8YgV2,1,0
HSQ4STr5PUT82ADUbPC4Kq1I6Jr1,1,0
HSRtRzeBple7VBCYURVils4laNo2,1,0
HSSAiOz7M0TmbCu8nwg5GImjQxC2,1,0
HST6d7ozDUObfykliQFcwSSeb9p2,8,0
HSXQimrA7hMJIfUGBYnDlvIYxby1,1,0
HSXgfHnmVISVkdJkRHfgXDHEyBI3,2,0
HSZu75oApodg88jDfdmk2HtxdwD2,1,0
HSaCPZC2drUXHa2OeufQ6QTIhFC3,1,0
HScZFw6DsAUwpdh5Zew3MsZzX1b2,3,2
HSdU5sv5J9SEzyLzgMh644L82pz1,1,0
HSfLrk2ed7SUcUU7wF6nvdVhBHh1,1,0
HSfwpJw7EDYyD17Oa8iB28huToQ2,1,0
HSjBb3AIGJOl0Fjx3kGlu4pNEzu2,1,0
HSjMXvN2S8dikmBsbmSv0rP6fQg2,4,0
HSkaBGknT3gMbaEKs7AkdcFqq5F2,1,0
HSlpvKixyfXw3IkfKOs8fl73GjA3,1,0
HSrqSLaEBbbiBTWFZ9JUp7snRBh1,1,1
HSsckQvbHHVmKhIYZZs3ifBB4um1,1,0
HSvtVZK4qkcZ58A4UCh2yTMkAe62,1,0
HT4TSx01Auan9b74PEmBivln6E23,1,0
HT4nfVQ9GrffFF9NZtf1XPYqv482,6,0
HT6qDQMFIWVbibQRT2VEcgrrWqy1,2,0
HT73seJUnQfupzhDG3j5M7DwW563,1,0
HTEmKxOfcuTzAq2OyBazlVKcdsp1,1,0
HTGIb6n8fRWAh6fRob2bBbUPbC43,1,0
HTHxhu3KTAaSGZyt6WbbYXfR5gM2,1,0
HTIGzU1MgYbOgCVdSabJzxyyMub2,1,0
HTLppvpC8QaAQPotK6FScqNK0fH3,2,0
HTNrbejlfyZQnMcq9Tfiep0nycq1,1,0
HTOFJ5djXLdmlmetDufPXhKyYdB3,4,0
HTVJlCFS9aSQ9AUcWvpmghyjNKS2,1,0
HTWqSl3WRRUNh1u5b1hS7ZgkqAw1,1,0
HTbvN7VSHQdqQU7SWNC8PdDnwl22,1,0
HTbxAmvX5bWYNqvlU32w1bMU4NI2,1,0
HTc8nPAqW3hDbBAPjKk1BtTui7j2,1,0
HTclrQSjXQQWh4ceUgHhWBPheGo1,1,0
HTf3WPVbMEOvKUuSFxXeLdton6n1,2,0
HThkW5FVikRMwDeJ3ay8IjXpTpx2,1,0
HTmMV515ehNjWhI4z5mNP9aGEI33,7,3
HTq3N0PlffWKABtD6bDpNJTfG063,3,0
HTqiIn5skhhhgvMqxCMsIjUE1LD2,1,0
HTrYDlxf3kTICfOKZPq9q3yAvoo2,1,0
HTtoSLKDlUe9dipvkZkqDVGp8tv1,1,0
HTz67xsoGwdspDOjoVO0yABrFAx2,1,0
HU0ut4ofXGODtFYIe2HWlRwGxh23,2,0
HU4AHlBr42hNGm3IxcK9thACRC93,1,0
HU5pcDXAreX7U5FGGEOgXLKYN7S2,2,0
HU6NWGZBJ8g3Koayg0oIinjRIzm2,2,0
HU6zah3zByPQyvEMIh4F8SeuOMk2,1,0
HU9nCHFkMyW6hogTOC9Dj40u8tX2,3,0
HUBZn74a2IXnprQApIpe0NmFuoJ2,2,0
HUCL6f2KisaPahsK5QuvsDJXWU83,1,0
HUCWhnEQRudxjRbFexEtAY0w28I3,1,0
HUFSSJqD8DV4bFBBG8ejTup5lWA2,1,0
HUFbBp3PwcfLnqTKGxklNteHYS53,1,0
HUIo1ty3fbRDl8WtGwZ2xfV12Xp1,1,0
HUJ5b0RILbbywL27tb8l5FSy3bC3,1,0
HUM6WPgc9ZRW1WjT4TZn2HGZeeJ3,1,0
HUO4EKD4xVXWbdGXqAuQkiNdVQm1,1,0
HUOiNXBm22f8o9iJnikcYUivkCm1,1,0
HUPiawHITJYMOBjdZelVPWdbZHF2,42,0
HURZ00gK8RRnddjbNCuvMLDSddc2,2,0
HUSnnnE4qCUqc1w9LAIZZlmbYLz2,1,0
HUWWn1r0wiQIGtXqxbiKP04QD7i1,1,0
HUY5jyYA1WhVOSdBugHfrpv1jKD2,52,5
HUZcpgHT3dVAPt3G1vXiLuDkel32,2,0
HUdUXMAaugfi9TVMgCATArq1BRs2,1,0
HUfcPGuKhDdXF7lGZWGiLA51fKc2,1,0
HUleYVomnmYQ6SvVQyEfPSfTDOI3,1,0
HUoPNmawdkOA3sgHE5lYm6wf6yV2,1,0
HUoTZqnXbPdAqWFp5y8JRk1qt0Z2,2,1
HUuHaHtVIneCiTv6sIU88SbSaSi2,1,0
HUxQviY1PIhlEGG8VFbQcPCEdxH3,1,0
HUyTGig1KUbGtQqLpCMYJD6Vnyx2,1,0
HUyeprx0SnUXGBoWoHURhHOX1bl1,2,0
HV3nE77bz0cb2SKNuw7lpfvs5cz2,1,0
HV5wKi1Ji3OLDc3kqFawphv2rXC2,1,0
HVBgC8gWVohaTjfIf5tpySxexD63,1,0
HVDp9gP2ggZA9CCDHE7sOOkTEsj2,1,0
HVEedVMSS3XVVGSFRsor04cr2XF3,3,1
HVEoT6eK6OaCpzs6cS4vnvsypQB2,1,0
HVFvDuixvPPsOH3Fnr0oBqSZLQs1,1,0
HVLLsQVDe6WDsBTOgHlboV1kRF92,4,0
HVRCzfD0OkZxzUn8IwWuXjK0hvW2,1,0
HVRvYxD9vaOykY5zRIR8w7sKfLw2,1,0
HVShMKLg3WdYfknpXrwjpPExJW62,1,1
HVV7eiGlxhXjoq73IW3opctXpYQ2,1,0
HVY5vrn8MwgqIe0sMMzAmzxASnp2,1,0
HVddZoI4C6OV0HmaqAhztuhA6062,1,0
HVgphX6JOKbwQPHAnsVENx8A7IC2,1,0
HVhGbdzbGUQxhks2YWKSVO8Casr1,1,0
HVhXYuTRAPPC4D04m4bQ63lKHNB3,1,0
HVi7fPm4uVeiqiD0himQn74e8I62,1,0
HVrerSVv6lhKKx2gTEYtmAk358h1,2,0
HVrzauBFCghwds8OMfBLqSSWs8D3,1,0
HVzHADp8YtheyT5BX9WlkFqw0yf2,1,0
HW4jHM4SnoWya7sCp2BZoWyDmSC3,3,0
HW5OHMKDNoZteBOkqnqP3qsWWaS2,11,0
HW5TfzUvy0Udo4AsUWJZaUo3mvg1,1,0
HW9TipCowaacnwOqhgIzX4Lad532,2,0
HWDWT3fCkfZNG42M49ydRyuLIOm2,1,0
HWFnBUCaw8NRNP4lZVUw3c0qK432,1,0
HWIckSxpf5U20XdhbguT20UVwYn1,2,0
HWJfacvwasd0708gjghsdiKv0nE2,1,0
HWKBON5sYvVrblgbSRdW5RYFp8n2,1,0
HWOBHDineVb6bFFeN2B5F7o7pzt2,1,0
HWQfDyHHZFU3uPotPKQ6fGKkBLo2,1,0
HWXY4otaq3dMWyN0fa5CyIpl4zK2,1,0
HWYbeDkMxLTLjeKjJ41mLcnYuL32,1,0
HWa2HHqs9QZS8HE8nKu0Zygsrxu2,1,0
HWahPv8KdIWMRePUpYRjnXVvSnT2,1,0
HWboCM0P2efRW5w2sZnP9xIEXQo1,2,0
HWdqp0teVlMw2o6TO3tbYVB9OT22,1,0
HWiSN5HxwEejPsZdfZsolL03byd2,1,0
HWlWlMlroQXx0AnBwN6CBwhaPWq2,2,1
HWlliVcFsCcNG75H3qUP2pQ1abt1,1,0
HWmEQpqqAdONn2IFNkhoYFkd3VP2,1,0
HWnIZqtZPUOIKADlGlZprCsrxDm2,1,0
HWobIiaLjMZRjkDVIvShic6e0JR2,1,0
HWra7TQa98byNByatF9FxyvJq2B3,1,0
HWvA0RDWKYNvakhFfjTvWFEzvVa2,1,0
HWwb6LcHB4cHsMKqJGjE8j71f1W2,1,0
HWxgzgNWkBc8DYiWrx8o2o5VzLp2,1,0
HWxhM48bgoXxK0kP6FY4QL7Hi1q2,1,0
HWy000wb4xRhA5YfGVw3uVyCyeL2,1,0
HX02YYjE3SXW11R9M3QLdNZbgJA2,1,0
HX1Dme4UXHflHqS2QLaaISMed7O2,2,0
HX2AnEpuvQMI1fqNoPVR787uqq92,1,0
HX2hjRKIrZPavUtIq4Iwwa8P4SX2,2,0
HX47qbFKStgOi85t68oXNS44tuu2,19,5
HX6REnfXEdOdUVbwV3dsliO8gby2,1,0
HX7H4NunDoMxddYPZ4sggQ2sA4z1,2,0
HX9uMaRxs1aMm5RXjdG1UwiVMrO2,1,0
HXB8hSJHSSVrGh7QyTqXCnRnfpv1,2,0
HXBGLpYODwS2vbbyRC6ka0e0zB13,2,0
HXBUZAd6HKeDGouN28dvGWEleB43,17,3
HXDsvq5bGuPJDD89L6dDEdOGXPG2,2,0
HXE30MAgA2cHvwcCl6M9vwoDkUr2,1,0
HXFYKpYMDxWEXhgAut0d6b7nshC3,1,0
HXGqQhL2VnXh7wSHprZRLIvrGiu1,3,1
HXHLkD1RbZWVEoXDh7YeGPagzJi2,1,0
HXI34jD5aiNhgFy0kKanebaYWgY2,1,0
HXM9DZoCBwZquaPymTCWGZTVD2w2,1,0
HXNHNYanQGPNYx68cg1CNjHxwKM2,1,0
HXQsFeR1l0bmPzid85um9P7BMmQ2,1,1
HXTWaZZizEbf6ARbkwuG1Ipy8iQ2,1,0
HXULVJazcXhNw92nzJtTxUi176x2,3,1
HXUxclKzoVWIFnQ72moOxUd9BeQ2,1,0
HXVBznKG0gPAlUjQoiAGMq5vum93,1,0
HXWr0UEA0zRGXBIzuddBBZ5A9Dr1,1,0
HXZrOMHLcxc4xcgncgVZWzfq2uI3,1,0
HXdhh7H9rHbLvjRV4uMMgPpmfPf1,1,0
HXdwrrE9MiTIGUAfkBmllJ6o8gD3,1,0
HXg8ofj39sh0cBHaNQYBiSVpXPE3,1,0
HXhcCFEQjeXTSKcl3Rn7eNMXHK12,1,0
HXmE2K3Detf9YB4Rq8caliRs3Lr1,1,0
HXmyqh4rVMUuNgtXJun3NuOcIlI3,1,0
HXqoNsyXppYz1ZqJpW5bTg2D3q12,1,0
HXs1WdpoD2XfCOJTO08dTXKAVGB2,1,0
HXuattsKfOh2nO3TE1pRpnXchxS2,1,0
HXwConCV1MT3DR7nhQ71zFXou3q2,1,0
HXxaXHjK4cbKcDZMHerHL3YINfa2,2,0
HXxpPxQNXBNrkj5cGO7agYyVraQ2,1,0
HXy4aBfV0dQ6cixi5CuqfIwwcIr2,1,0
HXzekWajZsc6a6G7ozq9Gmql5np1,1,0
HY1Yj6u1fmNbSx8VelvhhZhJkG63,2,0
HY1yJxtcauTwo2hFn91beoAedWI2,1,0
HY2l8VPRgmdIoZumqAHL65ZAUOV2,2,1
HY3qojw0jVdbchNS2bW4Ir8jhE32,2,1
HY8D9uy4Nug1qb79COSU9Vo8fAP2,1,0
HY8u2VsVvSeCDAgCmLNfjTrWNEB3,1,0
HYB5efk2rFQnz5mYr48cmWfNVly1,1,0
HYDXyw6Rnch2GsUBlm5ezmOnWup1,1,1
HYEJqiTrFWX2zMeVQx15O7XRPgz2,1,0
HYItTnpLWmb5WG1FrtL2nrFE3l03,7,0
HYQ8KzvOyScrRRrzHaN7v1bCG7q2,1,0
HYVphehCRLhoPxUAzzgacOm66Ez1,1,0
HYWV02HVuYPldDJFg55KYzQAVLO2,1,0
HYXQUEvdpiOAzv4Sb1zRne6HYZk2,1,0
HYXrRt2EkwfeeWyCHNwEvGt5kms1,2,1
HYZwPQNhzOaUAi7zmDnb3nuwCdv2,1,0
HYbBVxXHplei0uH7CGC3xGFyALH3,1,0
HYbTz1yDZZYh1YSNz6ApxfiZ7GK2,2,1
HYc5nqED1cdTAP98OUHNgTcztsv2,4,0
HYkym3dZgvQtL45xCi6j2H8SXyR2,2,0
HYnvQXWRlsOLVHQUjV0eSvkZeqV2,1,0
HYyhw9lg9aZupABKSu9LKy0ms7q1,2,0
HYyrfvCUksTjEy19Ze4rRZbjkRE3,1,0
HZ2avGpFS8TlqWW53vArHYu7cTw1,1,0
HZ5OxmbpaiWXYpShwgo7lp0LeCg1,2,0
HZ6IUFeMwvdUZjG0KyTROnY0fBj1,1,0
HZ7x2qDFWwNpWSWRHF3itjALTH53,1,0
HZ96VxFWH5NUS8GZurAQxeAFgcL2,1,0
HZBqZ8fMaHhCrVQJKblQKN1zWEL2,1,1
HZF1lTkqcnMxDtUB5E8ksGlyozJ3,1,0
HZHVSM27PEhjX11L1J9hXzNyAS73,1,0
HZLC1fa7IHcuuBN2DbnEQaU6nC62,1,0
HZMv1s8WmsR4ZLxpE5VfTHnJNN42,1,0
HZOanjMAWVeQr8aVmtLRpgewnLs2,1,1
HZQJr2YNi3ROqIzTDtbV07TaSF03,1,0
HZQdnr3qC8UwBY6roL9UY80HjJN2,1,0
HZRc0xSosacqtlpZMaOoVSnW6Io2,1,0
HZSc7URZ7zaPHIn5hucm9MCJcI73,3,0
HZYmDQhhFqhNtltePdGqbfpUOat2,1,0
HZZNWN0fW0ajMLfc15IE4ZvgETk2,1,0
HZi6C5x9yQZBrahHKNTGpj58EVe2,1,0
HZiM8M9GoRWoUABiqIA92DIx8YP2,1,0
HZt2N1VMexf3bPFwbqK8nXZMNS82,1,0
HZv0unV8VFM3Es5EYLwjDQmS6fh1,2,0
HZviTfrd3COGBXuf2GjCOMzVNt12,1,0
HZxrqFi871hdC3Svjjxzu6Ant9h1,2,1
HZy8wEfcTRhtu4mlJAgvzpM4FMy1,1,0
HZyBvcMAoMf3h4I9l7tLlj7VBCP2,1,0
HZzr570aiHdULq6ce9hJr7o0swD2,1,0
Ha9rkWONNhXbWV2mHNnzRZ3YbLN2,2,0
HaBkJMirWyReq0QQeTKTPVaMaIv2,2,2
HaBxjvpuJQgSewQMtlqw3e6hcZh2,1,0
HaDAJh48I8dDezqeTJxPDOlpt8E2,1,0
HaHFiJ8YG0T8t42vGslc80t3yz53,4,0
HaI24nrWZihq6QQn1lOVo15nE8f2,1,0
HaIENOO4W1fzfT2gpomrXEvQTs23,1,0
HaK1npoSDnaBXTmldl3jBOImoo13,2,0
HaKEhVnPqse1vEOBy8uEsCYhpWk2,3,1
HaKhqs7DZOMXP5bnYHKsW1XRTaJ3,1,0
HaM8zvyPpGdlewRKWFPP4HZjUTm1,1,0
HaO8Ywm74ZMOKz7g7SweCnecKBA3,1,0
HaPyNVksbHgQYq88KBhDpjqaZOA2,1,0
HaQNeqhYz6gEjmNl4rtG6EuNG7w1,7,0
HaS85eEimLMw5Oyeib1fHbOb5qF3,1,0
HaT3EfB69shTHyloDFujEv2roqs2,1,0
HaXCwwEdEoPg09xyIIJx2hsD7Aw1,9,0
HajJmMcBgQNup88lv3nldBrKJwo1,2,0
HaoXDWcOcXTjzdwOmhrzNAXiEzh2,1,0
HarNkQYtdQbVtW9NR1pCVS1TMTD2,1,0
HasJ6a9SbDfpKgbJ9Q2AYr434Bs1,1,0
Hax2UQAG4RT8KtSQNEA0rEGkcPg1,1,0
Hax6RNWMZyMhjrFXPQ7cInz9Cke2,1,0
HayWdWs4s5ZkNXQtCaa3ziLGfOP2,1,1
Hb1RxXxUnRhPModXvJnjtU3JYXn2,1,0
Hb6ce5UlggccSjBpDtoXy3Gu3Ce2,1,0
Hb7FduOFFpb3xuvyQcQlvC9m53D2,1,0
Hb8hj60WwkQ6BFWv6f4FUexyZi02,4,0
Hb8qu6Hpe5WchpIB5dhI08TLvdt2,1,0
HbB2ux6e8iY6GWHKLrbHHX2kzDo2,1,0
HbGSFEtVBeNhvYLXdCVSwYHVTl32,14,3
HbLaTYZHmjdspnBT2rMuMPKxCz63,1,0
HbUz4UpOXVTfjCOKP7kRzj4rZ6k2,1,0
HbVnW5gdCgQ981G64ZtJlUzZOrv1,1,0
HbZFGtRChwMjJOO8toXbddSKrEL2,1,0
HbhWBN6DfNchLHMYQNxmxxHNgWm1,2,0
HbqaG50VsyNwSBHFhPh5EbpHuxe2,1,0
Hc0VCfCgnFOBHBc2LszhDU28OtZ2,1,0
Hc0pFUBxHDWehfvRlhnNTSSehyt2,1,0
Hc1YBNaqqMUxdL5mCJ1JaET1dww2,2,0
HcDqRQd4dMU4sRWD3Og9iEPxrWz2,1,0
HcDseWc7sxSEiVFG022h5ILqIQ93,1,0
HcEOTeadx3VoxyUm3XQQ3N9GIP93,1,0
HcFm2RileWWkKuKFloxxxP6OVB03,1,0
HcHSIEIZ1vWYwV59bSn5YB2I6T83,3,0
HcL3G8CSdObCSmATS6cSgeIjpfY2,213,5
HcNoHTChF4YRpoyUycIfgvEkQIi1,1,0
HcPHoHp1wDMVX2AkLx5Q47vEzXy1,1,0
HcQkVLWC1TP2zgejquXgEUMWC682,4,0
HcSppDkSuOTnNk9MchzwAfBpyMT2,1,0
HcVE2n9kM0TziSguAPB3lHDRabq1,8,1
HcWJji0q2whCLtrkB2LhqwAGLd93,1,0
HcWNNOwGmzMbVvP7cFsAh1TzZ5d2,1,1
HcXHiVoTu6THDzLFtB0sQMyqTTt1,1,0
HcXyGD1OZphzklL9xjEBg2wttNI2,2,0
HcZrwT1eNBe7AwuwJEmr7NCRXX32,1,0
HceZebTpWdYNdUddryHSqT32tgz2,1,0
HcfiEBdqmUPMK10680BiUujUBwf1,1,0
Hcl3hFJw6ed35OtxuFBCM8l5Y793,7,1
Hclht7zznHTEaqsoc56ZJySB63e2,1,1
HcnOkpFpR4atKSMQD8gx3yriyQJ2,1,0
HcqKqrk0k6hLgZd6NohYTAevb3g1,4,0
HcsDAEj6L6dOfWr3lwFhjlTDAtc2,1,0
HctzCe0UTXdRVwMBCy6o42azLo63,2,0
HcuP7ixntnPbnhc6aAheMpQLrBq2,1,0
HczQfOTKm4TTNNEauAXLfyLy9xR2,1,0
Hd1BkadKJsNGXTQBjHH7HaZEMSt2,1,0
Hd1wrsqeGifrlyX0Zpskoz8Msv73,1,0
Hd9hlAdBavPyoaMPhwro3DyrSpo1,1,0
HdAI7RUih2NIKBRfyPm4dBW7Wt33,2,0
HdB3Mo256jeUCCvnr80C322szdJ2,1,0
HdBw7zMGTcQlAKPMN1Oaj87zEep1,2,0
HdFu2WSyvEbbtkvvMFSDGby0S5Z2,1,0
HdK7Tsint6QABEPHydXEPmPGrUf2,1,0
HdKEsi6pxrfNvPDnTjz764L6UCZ2,1,0
HdOfDtcg6lgYMTtxGJSbGD0a8X73,1,0
HdUCWb4gi6Y7BQIuuyrl0fIheBt2,2,0
HdW3OlmbRPY8F10WoMYCOVqQYEf1,1,0
HdWuH5VuGPWUNmbXkiZfqeDCHWs1,1,0
HdZ0zuFsq8emGCVClSwCwNulXOE2,1,0
HdZM8PUvu2d0t01ZBt5JEy5Iimg2,1,0
Hdablz2XEJVP8NGNqOTMDxoW8PV2,1,0
Hdb3dX2vifQ0bXq5M0BwGDx8Krg2,1,0
HdbmWygjgEcLkCcGtju722Y3jEO2,1,0
HdeSO4xVNtNpBkIEGpgiB0ljq9f1,1,0
HdiuoMCLV2aCUD4nWvXhcgy7BcD2,1,0
HdkWiJbKfeQiTWcykgAjeIposmJ2,1,0
HdlWWuTKsAcyoGL1RWDBPRHN8c32,1,0
HdmWwbNbX0hKbguVzUSikbYb6g63,1,1
Hdnrks2jjqboWAMlTa4ZoC0K6qv2,1,0
HdoprBE4uvN9JV7Yw8AMKTtM2kN2,1,0
Hdoz1LtTXFOtUsQGBUedkbyYJJh2,1,0
HdpqCJYoCrVArrcSEwxTrJ6FfH62,2,0
HdrvP20BxRW2Dm8MWy7DTmz4bJp2,2,0
HdtXp9e9P1aK4tcSm4hOHynSj403,3,0
Hdtvj7ct26RcAIACsh4gIqAZFeg1,1,0
HdvAgmTjxPfYNlgW4cosBCABB233,3,0
Hdxi3Oze3KVxh1CweeDtKJg0Yse2,3,0
HdyNUd91rNgDi3VTafMVgS4356O2,4,4
HdykZ1Auq2NucAizmdLZ2sf342N2,1,0
He0FJB0QAdQvFfQ0P6Pi9FMcmYJ3,3,0
He5ME4uWq1OZN06zjmezhRcosbw2,1,0
He71iu8aINfVzBWyf2upo2HwSQF3,13,0
He8EOZT20yaitM6m73QasqKyeXh2,1,0
He8KuUmyPPZCc9va9AhaBZKohOi2,1,0
HeATDpemGyeGsuTd1wi25dhqEgd2,1,0
HeBYJYqcxieMBPpIRMHbOfdc0JD3,1,0
HeBpg86cc3U4A3Daxg6vNEP4VbB2,1,0
HeFHE6hMT7gftTZIQt76L8NaqOz2,5,0
HeFg6fViE0dyicVhn0XIiKLdWav2,1,1
HeGDtTzJuehj6oBM9gMdAQj3A0k2,1,0
HeOn7V8IVsN7wkiaWIHQfHLkFUu1,1,0
HeVGv8lCNOd1z4OjYJ3YtUERSMh1,1,0
HeZVHI5kVQRRqbNzdSaKRYYlza92,1,0
Hea8xX65WAhVeuZ3uI9Ls3NrhZg1,2,0
HecqQBy4vicagLe66okkMuDx63e2,1,0
HeebynY3vOXQTb3fE2ydYfBYVvc2,1,0
HegGZr5MJLalWlYwwqFQlyPfCSD3,1,0
Hei8uS8tOHZ3XchMU2FT0rOkh4t1,1,0
HeiPRWaNH6QKVpD671gK4KjPRiS2,1,0
HejOANY0ZZSHkhCRp2of8BvLCsJ2,1,0
HekXHMfZ0pVwmqF9GHTa3neRgLA3,1,0
HekXe5KjOnV0EP3734R5G3nnV3i1,1,0
Hemz1vHEN3dY9DzMkBFzfOIO0HC3,1,0
HepuLmb4gIXXnJM9cVESetuOWHe2,1,0
HeqCk8tRecVek4qb7Rdk16PVTq13,1,0
HeqvAfS8QwUmlU0MhmZCqEDjwF12,1,0
Het1Dc1Pg7NSItbNzLdd2jgDPIU2,1,0
Het3GwKt6DfXD0sqMYW560hXpdv1,1,0
Hevb4UbLZwOITBq8gCN0G5YJ1uw1,1,0
HezttJh2xKT4KZr6KuRUjjNs4SA3,1,0
Hf1HtiWAakP6K67Hhsp5pinHeDy1,1,0
Hf2OltIcpEPNTEPecfaP6wTMzG13,1,0
Hf2eryfPmSVuR8xEM99gaVWBRRl2,4,0
HfAa4OFmbOeQ2OpJ2QYenWlgxSu1,1,0
HfAka1X3elQTGTUFuWpASm8nLCK2,1,0
HfGvem5CaPUK5PQmuP90aK5MZMR2,1,0
HfNNa9p34zVDWPm5ApxulmxlqLP2,2,0
HfO6UwVDVcMaaucJzfUMgxbg9Ke2,1,0
HfODRvh9mQU2PZ3nOtSdoL87VJ73,10,3
HfQU2gWNJbNZEqVshQk4CidMdT92,1,0
HfTEqZk7Oqd7DM4V0Mvt6CgJLWZ2,1,0
HfTJTEeFtlaF3z2zrryevxVRDXr1,2,0
HfTlnGbegSQbKrSzv1L5GEu0R6o1,1,0
HfWACho3ueXglNLO5lJhgMEdbkz1,1,0
HfYP4lemfxcu4qI62g9bg2ndG4i2,1,0
HfaBBjU2LeMrRhFQys3OVUdPoiC2,1,0
Hfkz7do9McauV8pFJyXskj2xvfI2,1,0
HfmDumGBMCYo7d7P6L4OriV9RVn1,1,0
HfmPwWALqughvoLALbe64KEwGlE2,2,0
HfqfKsbxI1fRGqVpScvKYU3BueC2,1,0
Hfs5SepHEObxejF5Uo8d3LibLZr2,1,0
HfsUC1HySOfVmXwcbiQGHSPmvMt2,1,0
HfvOD7oKK9S8QMfzRfYykeaFjbx2,1,0
Hg2KU6OB4uWa9AvI8CEOgETPn1Y2,1,0
Hg2o13o7wQc6Ej1u7i3TutbARBM2,1,0
Hg4OyoR8PcdwF8APEYg2anSgypy2,1,0
HgFd1JDOddY5tWPMXPf0wfWRxrc2,2,0
HgJ9iy9QzKXtIHq7jRAKVKtQbIs1,1,0
HgJXp2IpgFX4LlNZLhdhGZSRrHX2,2,0
HgJhXtI18HPaOZAI67kBHFpyiD33,1,0
HgM8xEGCkzZHIwFYnZFwa86c4Yv2,4,0
HgPp0vxUFXgxbC07oyyRdb1kxXC3,1,0
HgQx0ni0QrarmIXJ2SoknJgszZq2,1,0
HgRZh4rUOSORhc6tpaNypHqLbXw1,2,0
Hga5GlB6JxMg94ujufLGjajsD9b2,1,0
HgbyYpPNEROz4IzgjFJu7NxsI353,1,0
HgclnpCPVYVeHAzlNdW4BQJAXoQ2,1,0
HgdmMnJ5PIVM55qvBDZEmKNJOIq2,1,0
HgfvYsHnfqb4KmZuwx4i3dDHTVr1,3,0
HggCRzQYRsagiZh0JcrATyAvLpA3,1,0
HggRaiMHfeNo5VMuNIUIKCtjhTN2,2,0
HgjLc12eAUhzREJaCpAMEI4yY8F2,1,0
HgmXp5j7egW34FPx7HbECZJwt0D2,2,0
HgqHiS5zRQgLdPZrmsga6l4YDBZ2,2,0
Hgqqhz16c9SvjszUEwN4NsvLtZ62,1,0
HgstOj6hJvTc5gKF9WAV2OQSHJG3,1,0
Hgt5dlp7njfDrOhsBZIPyRuhHd62,1,0
HgtVKPjkgDbBjnJSA0BuSo9nlI83,1,0
Hgtje7oPTAXlq18cEsQxzEgP30H3,1,0
HgxG1fwIF4QjRJ8OdjvWaw8xY4U2,1,0
Hh1w5R5ZYudfo1sm3mRog2LT1613,3,0
Hh3lig4YQIXOBTvprbn5XRoHWdL2,1,0
Hh40CSJeTEWuGPt17ijWNhxibeo1,1,0
HhB38rXXVLU2EA0WzJRxv9b20jx2,5,0
HhB6tVHhsSfEH7Ytgyhzit8dJGD3,1,0
HhCxV4dApGZWFcFv2op56XKRi0d2,4,0
HhDhAtPc2HPWpiBQ9i5spTKwYpP2,8,0
HhEvma5hCwccqh2SMbhWnZxQyHM2,1,0
HhFGirNGHqTMvDCG9AzyIWoswH33,3,0
HhGU6c16VkhXbGmyAP6sSc4beYn1,1,0
HhJDOqTMavawQHwtZNYrC9uaeTr1,1,0
HhJoNxHQ8ebpRC8C32ouXy5VcVL2,1,0
HhMOwetJ9CUBThtyuvBkgnr2PeN2,1,0
HhPWtOG3mvMcY3ZQfTUdC7834Hy1,15,3
HhQUiTQ1YFNvynuaN07aekRRKay1,2,0
HhQaRVRIn2Z1dG87aczo7bWkXeP2,1,0
HhQdfyjwxZN0gGBG5635eLS6T2x2,1,0
HhS0OFeDhjM6TMW7LaiyJBI9yi72,2,0
HhSbjsaaHGW7lgVJcMPeka1EGZ52,7,0
HhTnakvcIlPRSNo0sIOLZ2HLL8o1,2,0
HhTzwICdLBOKYGczTPfD4s4oKMu2,59,10
HhVvpyVGGcdC8mFDXKRVaglg6uw2,1,0
HhWeCoY7VJYkYuybavz1BN7WLzD2,31,6
HhZ9kzsxPvabnZ7eLrURY3s54AE3,1,0
HhaGuQsDocgVBeaaRRSN2snFDVg2,1,0
HhbMv6JPFERqyrID5fasms033Ws2,1,0
HheAa0LoFQdkFrMgBAFcRYBPhFK2,1,0
HheNMbYCGfM53cQhxdVQvxMYF3H2,1,0
HhgawFufiWdSqKD8SyvJZq3xeK42,1,0
HhhTRH8rWNRCzs6dWKVgon9k3X03,1,0
HhkItHuLrjdwfHsMDT9Ch6L4hBt2,2,0
HhlOg3clEge4cHEHZrCYCJjn5Aw2,1,0
HhpZmBw0XWaEgDVq5Lw9K9OpUTO2,3,1
Hht4QJoqanexmp7YxP4zG71frSj2,1,0
HhunVMILNnYpn44413Mx9jjASXJ2,1,0
Hhx7rZywqgPdYgiqJ8O3mbFUwhq1,1,0
HhysOhZOPIQ7FfxQbQhUDuwkbvH2,2,0
HhzcBeEb4IVL164RtLvsWlA9wEs2,1,0
