owner,campaigns,lfp_campaigns
SrsLQBNiEWhINfs20PIDAr5LKxA2,1,0
SrtT4lB0rYNiGbAjRVMriONsT8x2,1,0
SruAuhyo7TP3L1wkMYIS6bdwwKZ2,1,0
Srw1qlKTulYy2PUtfuAgWgdILmn2,1,0
SrzcUMkgeONoF1c9qx4a0tLZFkh1,1,0
Ss0KpebGszeDtsJ9YAIid9Dq9HJ2,1,0
Ss0O53WW6ngfxIdBbRNzRlk3rJF2,1,0
Ss0z8kDpRGfsw5xMqEfhrP13LGs2,1,0
Ss1YHuQoqdWT77Y79sKsgUFXaSk1,1,0
Ss43L5jjEOM1IOlJxYBZhRuYd2l1,1,0
Ss7mM8PpdgQ2NXxGNhmYhqUVvG23,1,0
SsAonAKh5Df19EXpsrfDiCzDsnd2,36,1
SsBHG3Vc6PVznW8VjLBcbTZrjER2,1,0
SsEeAsRPqBOQl72lp8Ffom4ajg52,1,0
SsGpJkbhCWX6bvDl8GnG80yCaT42,1,0
SsIQkOEUXcerfJuLz9PwUIIrBnu2,1,0
SsMDI7dwkZUaswd6X9XzgkpqWUq2,1,0
SsPfaueNzLRP1zw1DHsycUPfGun1,1,0
SsV0uut9MIUHCdPNdn7QFEYgibJ3,2,0
SsVhJycykiRvkJdj00IgEKxtmQ13,1,0
SsVtzMAxjIW9Khvy5Xnh1ZKfGNM2,4,0
SsWy5TkrOqNImD4VbAEl9aOU9gv2,1,0
SsY66UR7qGc6KZy6mUmGzABpbgo1,1,0
Ssagt6J1tQhbJE6l0bIiMKtZH7k1,1,1
SsbrVOgxQ8cMpYrN8GRfchyoGWN2,1,0
SscSzEUBOUdMAWvvuFVb0vG5iV72,1,0
SsjqdQibOgT9oK2BV9BdmAnslF12,1,0
SskRTVjDq7Rpy5C6tJLzBYTosDG2,1,0
SspHwKaoNXSiEIP5XmFs1ihuanM2,1,0
Sss4JvWRNmbBnvvST7qkAYf7ukS2,1,0
St0CVLA8ZQU4PWj9vhjdfcbwacD2,1,0
St0LemkK4ecwz1nR63qaPIlfe302,1,0
St7ldILWsmV9DyP8bHEM0uiNByf1,1,0
St8HWhvGC2VrfmuXG2XE6OYPUdp2,8,1
StCDoLRZE4acQ21CSWnBlXe5Jbr1,3,2
StJ1LpVUx8VJUICtE06leyaoKtv1,1,0
StKRv3oPhbWkgXZPkWXwYjzsQKe2,1,0
StMrSfPUDpZxMput1nENYGR7KfE2,11,1
StPEBDGnB9OpheWdm3KtMOQveY93,1,0
StRqlo4fmsZ7dumAI5ubk5I4ido2,1,0
StTlJR4t28Ws0dwq8wTdYzlPt3r1,1,0
StXlJStrfLZRIB9ODeJoAMstQN72,1,0
StZ3SK8UZdhQsxdyJBa5MG5Qu2q1,1,0
StZGlay8MiXeWhGuToksmrQBU4d2,1,0
Stb2qzJQMsdNEiKuuT7xaQOUUqk1,1,0
StbZNIA0Wqcc2jQfw4Yc8pzFSJn1,3,0
Sti6N1pPegY6FkcrgRGc9MDKRil1,1,0
Stint5pCSkOv2Qdm7AYRclqqZR03,2,0
StnzaTKuKeQNk02aZS3h7epOmxz1,1,0
StoA5kqYjBZoRA1Y04pgE0GlW5l2,1,0
Strhe3P9lOdpESHM2w9jduw9le13,1,0
StrygqRQqGWpEypaBw4Zk4YvCqM2,3,0
Sts17CWg0OVRYkt5I5htnFTXiJ12,1,0
Sts3GUypYiRW9AMIoiNBSPbmYsA2,2,0
StuIy4QdEgfkKGmlXEWxBoOydp33,1,0
Stzgw2VF07hCDjuHKmQya9XKIKq1,1,0
Su2hqWNShkRzYqEVPwtlNba7uUm2,1,0
Su3VMM4pIkZuebszr2Ama6boU3f2,1,0
Su506tBRPESD72mIT4hOG73ooVP2,1,0
Su6Az8aFyxPPlPN6YSqIzvJN07s2,2,0
Su704RNrXjWIyxEtMCx6QCk9OEC2,1,0
Su73l49HwZfwNzPphtDgIJpXLxF3,1,0
Su865ueOJsTFc6svO3wtX9o0PPm1,1,0
SuD2gJBJmbRTO5q6C5dzswc1mRP2,1,0
SuEggH5QXtWUVYTXxnBBjHP5Qdk1,1,0
SuIfS6siYjZPM9rXEHQAkadrGNh2,1,0
SuJ7H5VTuVQkdYf5lFizrXEw6qi2,1,0
SuLCpQNmbedFCGGAjYu2WDyg5qJ3,1,0
SuM6rFtbUtRfP7KAW3nDpmtC4qx2,1,0
SuPVOsYwvJWNjbEHbWAhHLacM873,1,0
SuPlDBNkRnYac9QSa2lBgNUqvAq2,6,0
SuPlnsDQO9cRltbBf0KlditaPkU2,2,0
SuS4pXJuqndbnhNJZBBVOhJM2Q13,1,0
SuSlpuuzbbQ5eHH850witnlHk4I2,1,0
SuUXI3K9pRMkf6oYhhhaQNJTrXr1,1,0
SuVyXnX4EBRs2JLj2TaCixoY9392,1,0
SuXCXNcBbbVKAddcx6jnpLh9qZl1,6,0
SuXMj3yGVrUwN2kb5UhxTFu65ps2,1,0
SuXWNK7w9iMVTge5efs3Sy35rN53,1,0
SuYLLAte3TYwXKLnMtYXPKiny993,1,0
Sucv5JI9sbVfz9GYrJ1raYxCiDI3,1,0
SugFmAh446S2OI4gh0meHLnUw622,1,0
SuhuoO1aVnMiHRCm9uS3aOdk3rw1,1,0
Sui7o4vLlyefmUTI95oUw8blkgm1,1,0
SukUPLyZHSgEO10h1ITo8oRXx5w1,1,0
SukjSFeo8uRRnMNskxRxJvDf0962,2,0
SuooY0n4dBSF9CVIcP6MbEsZdBI2,1,0
Suq8jYh9qxMulDh5NFEfdqum9s43,1,0
SuqEQX1HmuQw6UJI5EfHSYpISdz2,4,0
SuqI9tMhy7WRo4Ffjkvmcum99Yz2,1,0
SuqXg0x4RFUcKbSqivYiZ4d5tS83,1,0
SurJNx1XFsaHWUtjmseeacSlRxR2,1,0
SuudCJi7vmYPyGbEaVtE2Y6q7Rf2,5,0
Suv3KYcIqlfxB80ZjQUSwZ6emXr2,4,0
Suza2oz3YzappiPKczemEvgFNFp1,4,0
Sv7CYetUqFdfcpUlT2U7n4iejkg2,1,0
Sv7Fjx6qeyRJ8ZGPWrp5XiNlJ8q1,3,0
SvB5gwvkF6eDrvOw4b3n3lbU3u53,1,0
SvC0r9h758Wr1r5o2QfuI0LVYRX2,2,0
SvGYzdYtnOOvUtHNYbtfNNOCgx62,1,0
SvGZ7mEBG6g8XiLKbF0lW1gdG2R2,1,0
SvKRjfLWqhhIdzcxInZjo1EprL32,2,0
SvMR7u3PhYe36YPJwvYs1XWPHKf1,2,0
SvPK6OwFLfX6n1IiXxl7zNHf7Cu1,2,0
SvPqBYZpmeaB1RPJtxUlLUwpqQw1,2,0
SvTJmUcLHVP8A5JQEOrdXnLtb213,1,0
SvTRBRR71Ubh7BND44N888BWvpF3,1,0
SvU0oBtHnfZmj3iAwVL08nkMrkq1,2,0
SvVNPP6fLoZSFtr7Fz6ykjM2tKv1,1,0
SvYBWvA1AdPDeB3xWi8CqzWmMzw2,1,0
SvZ9ePZ3OCPIJpg6Be8KgH37Db33,1,0
Sve2yigtULObpFTHOOqrR69noY33,1,0
Svhxe2g0GUTdVwAnF1kB5DbUcU02,1,0
SvmUm6L75lT7sxWZ0CVd5EbuE0u2,1,0
Svoiliikrlhh0WBcMQqGfgfuiw73,1,0
SvqJvBYvZqNDyBhgJMniXIepGMk2,1,0
Svs2nmboOkXbunVD9mTu5fsdAcN2,1,0
SvsnqOdUhAVcIgFcykULO1MDLUG3,1,0
SvtAS4gDLJcjZDj5gk58h06GinV2,1,0
SvuHkX4uPUV3cRMFzo5QXMyouzp2,1,0
SvwVmBAf56fn2YI3fqXCI85EuRw2,1,0
SvwoKcPDmXT10e0LNhmkQ0Ew3vC3,2,0
Sw0rvE0E1TP32dpcC2Mh0LBfyAt2,1,0
Sw3igX0IETQNknV5hOv4vlpQHLx1,14,10
Sw3mBbKtgAhTASA7DLt0LVh34X23,1,0
Sw4blivVigfBO5E7bQqwNL7rvAX2,1,0
Sw6WqrKC6laxaYFCE44Tjj7qrgE3,1,0
Sw7vDx7EiBRiMeCk1hGYWMy1LKj2,1,0
SwCBmSIYtoVdO0cpQL7lrexEpBP2,1,0
SwE2UNVUI9M19MtrrPyQwBJTlKA2,1,0
SwH9EzYcJ3QTlQ5ur6rQLRA2qCd2,1,0
SwJbct7VWRNKi9mZOQqLPfTmeak1,2,0
SwKm20mN5STDKtuSr5pbIC1uvz52,1,0
SwKxyoEoIQQpJr8ENyavJbnYrKG3,1,0
SwLkgZcjJNQWFFosuqapwmJqMPE2,1,0
SwMWvZ8n1gfzIy5reuxrxhy6dpt1,1,0
SwMZbUYhc5YgFyqqE7HIYz9uSZ82,1,0
SwNh1sr5DGUx5UMm4SDXh2iUIi12,1,0
SwNu3i1c01V0Y8j6rX5Iz6vzORd2,38,0
SwOMd8wGCfNKDgwOWEDAlnKlD2D3,1,0
SwSDJ2FkS0YfDWUB0MB5pNl4nHR2,6,0
SwTbPzeZjnMV3pJAndnC6gQ2Ukr2,1,0
SwVaX8YCyvgG648df4kJTo16Rb93,1,0
SwWlNDJzauccU8VE0JytJSXEEA72,1,0
SwYyWAvAbqX6ajCeenzrVFHWBQ32,1,0
SwhYbSUxBPVKAFobPvCAbhJrlA62,1,0
SwjAGxsSk2bSM1VYo09Teb7CI0o2,1,0
SwlMSeoGsoWT1DlwCSgHiCyzsin2,1,0
SwmXvxrGSeZE5KqJUzvzJuvNMU23,1,0
Swr6PheMYicRtYGzihFCdSe0rCO2,2,0
SwrrjCMTCmPSpvS4v9879AkVh6G2,1,0
SwxOYVxSVRhKXIvCPGkvw7ZJo8Q2,1,0
Sx2RhTmx8vRLEED2rydiQSRLGcg1,2,0
Sx3oXM7VNLb5hViolKVacuyhe2v1,1,0
SxAbL1fZ4kOjEovS4j91br8UmLT2,1,0
SxDM8SLD3EN5jFiIooBGRfSQPyQ2,22,0
SxFYpf592QQtjqRTCgUBVVceXct1,1,0
SxHW8U868NVgMMLEnYhQFXH8x5Q2,1,0
SxIwwYnn2rP0Uor1cojQDKvRTfq2,1,0
SxJ5q824SmUHjVogza1Zwm8dv632,1,0
SxJKVNcBQddYatpgrgL322pZ5H83,1,0
SxJU37HEIKdpJuueKwE2kgenXV63,1,0
SxQi8cNjYJSQjeGtFj7S6rz96762,1,0
SxRVS22PPbRy7cqDv2cX79AV8Bw2,1,0
SxUreo8wfZTkpjRf63zdZ1izNHy2,2,0
SxeVMVhGugetvWMPR4QbRIgKGlF2,1,0
SxgO14gdTbeKEVBTztWDBxr1vV72,1,0
SxioVo3wy8OajJ7mzPr1qNhVviR2,1,0
SxkXJWvgNQcp9Jh6RRnGM53ddJQ2,1,0
SxnxPlWusKPOeZZV9K95hT70iJ63,1,0
SxqH0q2vXbh4lXtnHEco7KmS7Kx2,1,0
SxuQkPFmLIQSIKYH7DLZVu5u6L02,2,0
Sxv4pjft08OWFLzhxrPzdJt5d702,1,0
SxxARRTp7yPGoACYo349dKEr3rn1,1,0
SxzNBNZbWdWKLDAxbtoQVTnT9lp1,1,0
Sy5Rd1xD7xNIMRGHxQE6Qgzxh473,1,0
Sy70oTx4DUSHVk3Z5MXiqnPMkks1,8,2
SyH9KteHMOcz8FvEVAUf2T2kS832,1,0
SyNHVXhSE9TIpZjIFgSXP1MbBdI3,1,0
SyNkEmIk4tR2XbZocx7rPueGMn93,1,0
SyPb6Z0DzGMMIqPt97AVd4aGTwq1,1,0
SyPnKCEeWfZQ5PV024rtq3wx8ws2,1,0
SyRWAkZu4RUfJEW8CDz2ZQdOxpC2,1,0
SyWDmiJG3ZeeICcRPzQ4KDn5fU02,5,0
SyaLFgxfudh5S7EUGsXK1qTTtC92,1,0
SydJQIVwkpUyV4FYB6AfzguJgHe2,1,0
SyfkBC5SiERjNVYlquhY0N77s823,1,0
SyiYgbTePcWaz0PgyYOwIK5k6gd2,7,0
SykFwgYYmDOwu0J9XAwWMcNYp873,20,0
Sylm7EfBkeb44aH9IOK45ENgUQw2,1,0
Syn31kwEYNOxcxTzZJvervlWRwW2,1,0
SysGw2Ns7bMagcFL7pU0BhPtzxg1,2,0
SysdnUGgqXOsxamJu4rOYF03v0y2,1,0
Syy8a886kZW2k8bx5ZMC6Zf3aZv1,1,0
SyylywSLvLRlAZGgRjMyd2qBZP43,1,0
Sz04wPQ5ChW8UD7h28HYJsPpclz1,9,0
Sz3nbhAfwvY6MPqAfBjTNF42Xzk1,1,0
Sz3nyrC6TrP6Uef2Zw5eDolBBHN2,2,0
Sz4Eo3KEWOb4E8eIKSqL6yedpiq2,1,0
Sz7IpdGCz2aVFkMY3KZysW2f9oG3,1,0
Sz7NYh4jfoMHNHwuHdCjmCbaFnB3,1,0
Sz83ZeNg7SbJftnjkzKbxQKHV532,1,0
SzA6nRfeWDe9E1WYhD77CdWkxhc2,1,0
SzCjUh9K07ccVrMtB0akE4VD5qZ2,1,0
SzJqLd3tOWQSVbJkKGZvT6MLbQn1,1,0
SzKP8Cohr9VQU0zHpSwMrWCa39B2,1,0
SzLRh8miticF1OvAkKhsnSgr6g93,1,0
SzMLwPbaSpYxyZjCXYXuTqtBNJo2,1,0
SzPVjzy1qdVqzjXH1rvo9II768k2,1,0
SzSGkPF4bhfPOMJiWCTWpEL4KNj2,1,0
SzVyMtuEHuPLJhwAOgI455q558f1,2,0
SzWx9snEYxZhV9ySbMIdBhKALP42,1,0
SzZSMXUQJvZb27FEyAnBacKg04m1,1,0
Szajju7vyTfDpjk1spcq3uLGV4K3,1,0
SzdAw09jNCXTkTGrndcisyXKxfL2,7,0
Szddil32DJUdMZoSSS3dbqF7VtH2,1,0
Szl0u7xrL3VwQcpHYLSa6n3Enbv2,1,0
SznwsbdFE1epaDu0TbLV9SRWH9d2,2,0
SzoMrwYj7Ies2K31kRqhJHMmaSa2,1,0
SzoTTJA4OUUy9awPouFIFZW4Qql1,1,0
Szu5VwtWZ3QviB27OQPmhEoJy2C2,1,0
SzvF4WNvObP5fxsOPyKkINqKPQE2,3,0
SzvjvzY4YDUDAQPSVzm3UImIlky2,2,0
Szw3kSON1bMM5ZC0lPSCcFyQHC63,1,0
Szwgj8ZFKBUbrLSIzejbqWaq2Ma2,1,0
SzxXJZXkhleDKO2iJbn9SjsgVqD2,1,0
T05Mb1FlONObSJ1BrAnceHOHLlm1,1,0
T05pKy9RwMalj5r3S9hPrWR43cC2,2,0
T06fZW5LEDeDrEkKee1lNkEIK1g1,1,0
T06hDuSBJZhDjumMYmT6JVCqkur1,1,0
T06nVV39Hvf3GQ03XTzPeK9U9m53,1,0
T08mbxpl0YbQZN6pdWJ9O6ogkeK2,1,0
T09mJ0I23JSUPj8gG9tljlFwf3j1,1,0
T09uUzD1mtcUSyUjgFDeRPCzUlg1,1,0
T09znnSSXjXLHKYBIeENNvtDDOh2,13,6
T0B01EWzvrUqhMEN3jwHM4NDxLx1,1,0
T0E7P5AbTgYhZglN8Bh5pSpKxdP2,2,0
T0JXZivX9DT0vhgvTAG2ywWhzup1,1,0
T0OfvYVzQfSEs9qtctHYu9JGvqW2,1,0
T0Px7jwjaeXuul9xeRcsBABTBkD2,1,0
T0RE5UouhneQF8j893kd52qzsvv2,1,0
T0RcRGf1I5dgGLe0X3LrRFLok1D2,4,1
T0TQ7e8OtpactrZW6o0Gl2Y8jh42,1,0
T0WZ87qoHQYv9DzLNjnTBlzZKIh2,1,0
T0Ys3nu2gNaE4hSqKR6B87E61st2,2,0
T0ZhqiyigUWOxKM1hWt4jijC1Zi2,1,0
T0dmY4mUMaTZle0eu7COFAFPS7v1,1,0
T0dz9b8cCfSFjTz87phT2EmRfFf2,1,0
T0ik94OMSmOBPmvyydznF3UExWJ2,2,0
T0koMwbr91RR3ZxyaItHuOjE2In2,4,0
T0lFvUfCevMDMIsXsJnwwjJpRP13,3,1
T0nENZFYWpP7mFRD7s3CnQKli8E2,3,0
T0uAZ9JEmOaayDCtipbLQHQtauH2,1,0
T0v7D8MpB9SoO8lPegoISPdwaBb2,2,0
T12baaYGVSayX3C3TIc9YP2ncYw1,1,0
T172ysb9K4fnV2G5JZsd778ppwH2,7,0
T17vVMY1pEYEY4BgnZOYmZ8rqyj2,2,0
T19grL3OxeQD109roPSkNUtwQ243,2,0
T1Ec9QjtazbhHHtmR2dw5pu3o7i2,1,0
T1GVIMXMsLcQCjNrgZeK889dI432,1,0
T1MjWeDJmcOk7Bea0I8QWx28DqF2,1,0
T1RtMgCIehRvBCBOsFmtvkmRkGm2,1,0
T1TbLHlMhddnEis27G67LBb4Mtm1,1,0
T1VynPC4b7Zx4eCdCrHWI8CWBWl1,20,0
T1X88hy30CO9IdtvXJU87oFPYyo1,1,0
T1gdHEnlDDfp9ogMUXlLzoAYaNj1,1,0
T1mFchUZJlM1cj9gB42fvbt8qOU2,1,0
T1qsaNWoeZcz6PZ3tcOhrs6MPoZ2,1,0
T1rL5COQaZheTh1bq5o999ctcns2,1,0
T1txc5I61POXDZbNNIDniSQCZVD2,1,0
T1vsd4Omb1bj2V0BlQWI5bjto3V2,1,0
T1xWDhpsgVaZN2vAoNtsedBNOIg2,1,0
T1zZ4b1rN2fKbs3N4OCXmAT36FO2,1,0
T21WSlIOrshLNnwqheCH7asxlnd2,1,0
T22X4WZPVghfFH3jfjhSDs9Whik2,1,0
T22njs2R83QQiQZ8QSEJeTvGROO2,1,0
T29LNMy1RXOqCq2Q1b2UtJtV6wB3,2,1
T2AGPEI9acUcJrrtYi541QQQV5C2,1,0
T2Axo60I9ZNGUUubNO0uCpDGzgH2,1,0
T2Bz7ZrEvga5R31quiPJKxyTl0I2,1,0
T2LCiNCkD4ZP2oE7hWOh55AQWXA2,1,0
T2NWmYXV2Xc3ichmp3WnLBLGiHX2,1,0
T2OLESgQOWYU7gjeyPqjVF7p2lx1,13,0
T2P83wjcXsWQr8YqDpDGsOPqsGl1,2,1
T2QxBQkzKhSzydmPjW7gLCSa8Dj1,1,0
T2SlATOIkuMHOXp1hjoKIcoGJ8w2,1,0
T2TI0FILlGW7P8uPWqrInD4FM0A3,1,0
T2VuTJzarSe3cSx48TyqO9mmUbl2,5,2
T2aZRVB88WOH8VJKHh5uB4gJ4L83,1,1
T2mQ6Oju9shEYGSHsa5kCzFT7YI2,7,0
T2oyvDmggjUowfchmPZ6DVNIVJw2,2,0
T2pwPjfFD0OXDRCvrjyLuATDgbF3,1,0
T30OzG9P29Qzt5DLfCoLkAvDVvp2,1,0
T30wXkwxhcecFlNle3VEIo3loeg1,2,0
T36uU297ZNNXJATdN27VvzB8X8D2,1,0
T392CusD8kSijiDzif26skAqLLo1,2,0
T39A0N0PrGZfpD6n4yI2WGTwzt62,2,0
T3CGcLiEOiViRx9CB4Vt19uedGC3,1,0
T3CdUfTjSHUp1K60Ce3j39FA9bo2,1,0
T3E964d458egXzuLSGcAMCeqfMq2,4,1
T3H2aK9p5AMMcbqLSPMiMT55P7k1,2,0
T3Hp4MmQpgR9XjuQGeYh5gxXKmR2,1,0
T3Mb8Kho84aGM9u4xEe4S2Li4y92,1,0
T3N0P0H2IqU6uMzeI3RWde4JSYt1,1,0
T3NRpqSeXtPryWkiypZIsKgPVNb2,1,0
T3NaxORBWwPFrSPLgGOPn9lPkUl2,10,1
T3QaEJzinxQop6wAnOOJ2kyB6H52,1,0
T3UuitsjdfUEU9DVHg96ZKHtDid2,2,0
T3X4cqnwTRfNhKLdV0psQzNC1V13,1,0
T3XFJLmts2a0jZ5VaTbaQyLczJo2,1,0
T3YZ31DPaDRojDBad8qQz4Neq313,1,0
T3ZmqsCYn4gJXymSWL0VdtJjYcS2,14,0
T3a7sZO5aZVMXoYLu4AXSEIQqdJ3,1,0
T3cY0KQ2HYhLstjIKhic8uTRTVC3,1,0
T3dPdWNUiBh0XrMOuYEPGa7KDYz1,1,0
T3ePGAfmIvTGnpWo4RdgH2kzgo83,2,0
T3iq4BAFhwOboZhTVo640scYuAH2,1,0
T3kgQ497j2c1zUaoTk8tK5IIgMy1,2,0
T3oUIIblJwSWOJ5V8etqEajAPdo2,1,0
T3rcgdjjzuMtdK3E3Ybc8jzmWPJ3,1,0
T3rrJSFJaCWc88f13ofRiUFNrWl2,1,0
T3tCy6hLSpQhITIacUeOmrxbvtl1,1,0
T3tyWmPGycc4rerg5ypvTgCoMkC3,1,0
T3uJFf1viecVDd6OR6UpL59wuYi1,1,0
T3v17IRk2lQCL6fzbJxHfgHtguW2,1,0
T3voZCInjwZEiMk6R8EGHEKu0LG3,1,0
T40VKdGOx3SN8LU9GAubVdO9O6D2,1,0
T40ZbZMi2MfCLitxzQF35a9XPc73,1,0
T40qlFj2kJddutPihzJ23G8DYhd2,2,0
T41MEBzuoXbFPRYvqrjDU84P9G53,1,0
T42gqrvZ2kX7mtOAvY3JgSEGCMg1,1,0
T42zoWRWQ4PFgTuZEtbWmL0lmS52,1,0
T4C5nrWPSZZ6p2iDftGmQ25XlAN2,1,0
T4F6pjXbANbYB5TqK4CzbgYY7sr2,1,0
T4Gq9xedv5Y72rd8EwnnpQ3uB163,2,0
T4KRAaqr6VSNtm6qkEIEibATWFD2,1,0
T4NAhNh2DgdxmlIr2dKcoe7YkHW2,11,0
T4OVhX23OdNfYar03Hg4HY95Yqh1,1,0
T4Q6w07fElh9oEn5DuTTrmMuEQD2,3,0
T4SUCN57m2SMEJ6GJvnXEEOq1Bz1,2,1
T4Tq8ccuS9RIbdjhXzqcxB0epGh2,1,0
T4W51r6SSOgNKEvUCaZe6ZLde8U2,1,0
T4X0KaZ8hobpyCU153UA1FAT2mm1,1,0
T4aTRuOGkmX9p3Y5HpAmsYfaOEV2,1,0
T4aYI09NNkUpwmKhpKhurrW0zZl2,2,0
T4bujk7eM8UlUiicfvFfRLGpDuQ2,1,0
T4dSCWVzJdgohh3j7GgLoym1URe2,1,0
T4dmtMjdy9V7zHkalb1gYkmbDvb2,9,0
T4ejCWvpesVsaqjfyZTW8DUsPim2,1,0
T4gPSiEQnAdXzC1surNHv7MmNUS2,1,0
T4pA9Ey6iHRjA7A79GIKr9Ynm6B2,1,0
T4vWXr2YfdMhqOqKY6Dj3oWFOEA2,1,0
T4xCuk81jdRPfytxXucXBvIME8c2,1,0
T59l18kGpKP8Bbl8tcsGXfqSqOC2,5,0
T5BJaDLdu8YNmBxjrdoZtvUVJbc2,1,0
T5DHNafXP4STGrUJbF3jAhtosX62,2,0
T5G3oaVOGlPkMMQTMdWDYeo8Lxs2,1,0
T5I7Xax3bsYNg9uH8dGvZ0T3Y8U2,2,0
T5J5D7yu4rN1hyMgSh28df8rpLS2,1,0
T5N2PUUHPHgJK150nHOSxiK5JnB3,1,0
T5OJJpjJmSS4tONl9jLIIc2nbVF2,3,0
T5PPMsfM3gRWImvsxOEkWRQPTPi2,1,0
T5TYS2JvA4dbIxGVryk3A3G5ZDQ2,3,0
T5U3XDbn6AbZIGFJq37Mt1zk3aY2,6,0
T5Viw184IdR8VY3Gt7dympd6VQ53,1,0
T5Ym36oyLJVyeATTY1ovFQr8qAm1,1,0
T5aWSTFJFhW1u7sGkM7WYOuAtIc2,1,0
T5atrFK1UATCryZfcHEtmbU10BM2,1,0
T5coQ4EH0YZa0U1PccttYmJhuRK2,2,1
T5eKQXTkrNRHXuWBHVdNzBXQjTj2,1,0
T5eberdWb8eGLJDG81rBs5sm75E2,3,1
T5hVUjRxfGTulTsKyDJDJqPJUOk2,1,0
T5iQcpi0e4U09bOgoPrmZ3xyc1W2,1,0
T5j4wG48HqfjJ14q2gKc55JO4hV2,10,0
T5k85YBb1RWeT6vpjRlomjj2XK82,1,0
T5nUbVUiWFRtcdCpecNi8jDGtlh1,1,0
T5oRVFGduAMEBaegjEPafVC9m3C2,2,0
T5oiamTMEGeVvDJlKbhgHvQtO7S2,1,0
T5phDHSrj4NoCOrdI3fbcO7ojXb2,1,0
T5svNWB2MkMDUDQMrRzCMxBuFWo1,1,0
T5wOUH7PTsaKJ0E098tLq87UYoG3,1,0
T5zyCLKbFycoVnmZsECHcsbdgZ22,1,0
T60M7aGpy6THJ14lPambtXZkVt02,1,0
T64cGT6refVZ4wkHIlgt0VAjsgt2,1,0
T65Z6lOxBSOVIDZiY6o756Kxs7i1,9,0
T6ANTMTdvzOfJeXC1s4ohk1rr1r1,1,0
T6CWduUp00UnkI9O9QGrabdsCfb2,2,0
T6D2vdBhpIcE2U61yLAyUCNmxMA3,1,0
T6FdqEYI0kZvttT3mVECfLTBQC13,1,0
T6KUqToG8faf75Dbv4k6SOBB81A3,1,0
T6NP0nDQkGWvN6DX0ZmzQajFRXo1,1,0
T6Prw42cMZV3DrSmtg9VWf1z1IU2,3,0
T6PveVopo6X0QcZMKgjyHJMQhyR2,1,0
T6U6mAfDaDfSNnSYix9EILPHgLE3,1,0
T6UiyyuIEdauoRWH7u86SUqAJ8w2,1,0
T6VnKeIEZsWsCjamRSeroLvnCh43,1,0
T6WmQvJyyoYGpb8Tgq9b4LJJlTf2,1,0
T6Xeber6utXKP70yCFKg0NViQhx1,1,0
T6YE0WiNmoXFHBckyveRIvHWWAJ2,3,0
T6YpuWYVkJT9is2G57BQCdLq5ay1,1,0
T6ZKA5TM1XV6EPsmvEDb8lweE4g2,1,0
T6eJAhhBohh3MeC2vedgEnchB7H2,1,0
T6j1RGBDGTNc8qxWDfy2TUUlesQ2,1,0
T6juXUTQg5b8FEgAW4svsbdKIzk1,1,0
T6nseDoh0tb2NANmNSQRrO328A02,1,0
T6pG4UfwABUSFdmbpNc6RO7TMx43,2,1
T6r0ddfFaKXfnXumxinUo6YNRO92,1,0
T6tCTEHPUQMbX5JBRieqEkZxRwH3,1,0
T6td3dNo0BMYekYU3BGOhfYEWQx2,1,0
T6teybamLMZ7udEgiIERab8g3cZ2,1,0
T704ygt451hqCCBUsUkFQLK6GE43,1,0
T72Wyr8rGzWBHTSoA4DnVU4zyyg2,1,0
T72oGJTLl0ddaC8eNNK7aLH3Lhl2,3,0
T73gxbKiF5e7k2zPGb5NNAKYYZn1,1,0
T75QfQnq2fPbRWfxGpGXmx7U6Gr1,1,0
T78VAEJyfFVW0zqrba45gefsct63,1,0
T79wsMjV8QeWKsltTWDPi2nAjFF2,9,3
T7Bq9DfCh1aZTcLVtUUx0MAtrXf1,1,0
T7BrBtRYBCdCkJHMiWZVKpPvmMw2,1,0
T7BxQXWke7czzDbZ4OkFWUi11LR2,1,0
T7C1sD4Ic2cHnDGiM1MtghPetzb2,1,0
T7DeERpSf4WRdTtCxfeHYuOks8L2,1,0
T7FpkYoFJ6RFjv3ECW5HqSxNQGm1,1,0
T7I6xlx0jeb4C670QWu2eh9tSqo1,1,0
T7IFuAL1N8gvNmOC6McWm53u0OJ3,1,0
T7IsHFWqpIf6d2wDMs1OnuasEDy1,1,0
T7RY5y6Qg2aDhdbRlCGJGX2l5Bo1,3,0
T7T6iCOctYVenSzzMCZIuKp7KSm2,1,0
T7d7TNhidjZlaXFrX1YQ6rdTvB33,2,0
T7eCRJatEMdvzeBMWSvYgYpHZqr2,2,0
T7edm7GeorS6EvHeaIu0UHikggn1,1,0
T7eiGKFHigSF8GrgZljTV7QpRbi1,2,0
T7evUvZ7ckR9Pnv0xgfJtdXCVp32,1,0
T7gQqObhELerNYGYpF6ujobx9Eu1,4,0
T7h7vaT1lqQ1LgcHjdDpxShARaR2,1,0
T7iAJrzBTifrw5pxRkGPZYcnLL32,1,0
T7kfFldS3nMCjh0fr2QFZHHCrAJ3,1,0
T7m6jUG6oFe8Q3zYzZ96KgAsuCd2,1,0
T7o3wiRKoMZtb8e5kImdsK3qJi52,1,0
T7pfs0A5G8a6E3QT889x6SLiGmU2,1,0
T7s1eD8j1eVbbSPocbNzpqPcrrt2,1,0
T7zUb5OsX7UNMAHBDfRAgsUFb6G2,3,0
T80kRJe9SPW19601EYd7qNrhkRo2,1,0
T82Nv3D4baWApzzxKiyvXTtZpO92,18,0
